2L	72896	113304	1	1	0	1	0	21
2L	72978	74902	1	1	1	69	1	48
2L	73586	74902	1	1	0	4	0	49
2L	73643	73754	2	2	1	3	0	50
2L	73693	74902	1	1	1	34	1	46
2L	74573	74902	1	1	1	11	0	49
2L	75019	75077	1	1	1	127	0	50
2L	75367	83323	1	1	0	1	0	25
2L	77584	77641	1	1	1	1	0	47
2L	78231	78724	2	2	0	1	0	19
2L	84278	87019	2	2	1	2	0	20
2L	85177	85243	1	1	0	2	0	43
2L	94893	94988	1	1	1	56	0	49
2L	95071	95131	1	1	1	61	0	47
2L	95302	95353	1	1	1	42	0	50
2L	97834	97883	1	1	1	29	0	50
2L	98471	98526	1	1	1	41	0	50
2L	99724	99784	1	1	1	45	0	49
2L	100517	100571	1	1	1	64	0	49
2L	100704	100761	1	1	1	64	0	49
2L	100943	101015	1	1	1	47	0	50
2L	101195	101248	1	1	1	45	0	49
2L	101620	101875	1	1	1	11	0	39
2L	101915	101978	1	1	0	13	0	44
2L	102907	103005	1	1	1	28	0	50
2L	103435	103515	1	1	1	34	0	50
2L	103435	103877	1	1	1	1	0	13
2L	104948	105004	2	2	1	19	0	50
2L	105337	105390	2	2	1	29	0	49
2L	105456	105511	2	2	1	23	0	48
2L	105916	105968	2	4	1	18	0	45
2L	107485	108439	2	2	0	1	0	37
2L	107839	108147	1	1	0	1	0	36
2L	107839	108587	1	1	1	128	0	50
2L	107839	110405	1	1	0	1	0	34
2L	107957	108587	1	1	1	1	0	6
2L	108102	108587	1	1	1	19	0	50
2L	108227	108587	1	1	1	171	0	50
2L	108347	108587	1	1	1	9	0	50
2L	108810	110405	1	1	1	230	0	50
2L	110484	110754	1	1	1	215	0	50
2L	110878	111004	1	1	1	83	0	50
2L	110878	111906	1	1	1	105	1	50
2L	111118	111906	1	1	1	3	0	16
2L	111118	112689	1	1	1	107	2	49
2L	112020	112689	1	1	1	191	2	50
2L	112022	112689	1	1	0	1	0	47
2L	113370	113433	1	1	1	303	0	50
2L	114992	155566	1	1	1	5	0	43
2L	114992	155637	1	1	1	1	0	38
2L	114992	156175	1	1	0	1	0	47
2L	117760	117819	2	2	1	60	0	49
2L	118077	118135	2	2	1	79	0	50
2L	118305	118360	2	2	1	68	0	50
2L	118875	118930	2	2	1	78	0	49
2L	118944	119006	2	2	0	1	0	13
2L	119077	119133	2	2	1	57	0	50
2L	119236	119287	2	2	1	53	0	50
2L	119236	119430	2	2	1	1	0	12
2L	119376	119430	2	2	1	40	0	50
2L	119555	119827	2	2	1	60	0	49
2L	120048	120420	2	2	0	2	0	32
2L	120081	120167	2	2	1	5	0	46
2L	120081	120420	2	2	1	18	0	49
2L	120081	121632	2	2	1	1	0	25
2L	120365	120420	2	2	1	7	0	47
2L	120458	120510	2	2	0	1	0	16
2L	122988	123080	2	2	0	1	0	50
2L	122995	123080	2	2	1	45	1	50
2L	123630	123693	2	2	1	347	0	50
2L	123795	123855	2	2	1	368	0	49
2L	124025	124086	2	2	1	427	0	50
2L	124921	125076	2	4	1	369	0	50
2L	125267	125380	2	2	0	1	0	24
2L	125267	126109	2	2	1	325	0	50
2L	125267	128799	2	2	0	1	0	22
2L	126173	126673	1	1	0	2	0	38
2L	126228	127142	2	2	0	1	0	13
2L	126228	127841	2	2	0	3	0	43
2L	126228	128799	2	2	1	377	0	50
2L	126228	129886	2	2	0	1	0	45
2L	126228	130507	2	2	0	4	0	46
2L	126412	126728	2	2	0	1	0	27
2L	126412	127142	2	2	0	2	0	49
2L	126412	127380	2	2	0	2	0	50
2L	127340	127380	2	2	0	1	0	31
2L	128744	128799	2	2	0	1	0	24
2L	128943	130507	2	2	1	4	0	38
2L	132256	132475	1	1	1	232	0	50
2L	132256	132482	1	1	0	1	0	14
2L	133182	133268	1	1	0	3	0	40
2L	139688	139740	2	2	1	3	0	30
2L	141341	141395	2	2	1	31	0	48
2L	141610	141661	2	2	1	1	0	43
2L	141610	141670	2	2	1	42	1	50
2L	143415	143482	1	1	0	1	0	39
2L	145911	145974	2	2	0	1	0	23
2L	145911	147348	2	2	1	8	0	42
2L	145911	147354	2	2	1	6	0	44
2L	147455	147510	2	2	1	2	0	40
2L	147711	147764	2	2	1	10	0	36
2L	147937	147990	2	2	0	1	0	44
2L	147937	147994	2	2	1	4	0	27
2L	148038	148091	2	2	1	7	0	39
2L	148174	148337	2	2	1	9	0	44
2L	148826	148878	2	2	1	6	0	48
2L	149227	151114	2	2	1	6	0	49
2L	153432	158959	2	2	0	1	0	33
2L	155060	155127	2	2	1	2	0	37
2L	155411	155465	1	1	1	1	0	26
2L	155430	155495	1	1	0	1	0	32
2L	155430	155545	1	1	1	83	0	50
2L	155430	155566	1	1	1	182	0	50
2L	155430	155637	1	1	1	4	0	48
2L	155785	155857	1	1	1	396	1	50
2L	155971	156044	1	1	0	1	0	47
2L	156349	156422	1	1	1	34	0	49
2L	156553	156624	1	1	0	1	0	40
2L	156553	156735	1	1	1	56	0	49
2L	156675	156735	1	1	0	1	0	17
2L	158376	158435	2	2	1	17	0	46
2L	159818	160008	1	1	0	1	0	28
2L	159820	160008	1	1	1	29	0	41
2L	160024	162591	1	1	0	20	0	15
2L	160024	183760	1	1	0	1	0	15
2L	162392	162591	1	1	0	1	0	21
2L	163002	175360	1	1	1	3	0	38
2L	163002	183760	1	1	1	4	0	38
2L	164235	175360	1	1	1	2	0	38
2L	164279	175360	1	1	0	1	0	25
2L	164320	175360	1	1	0	1	0	16
2L	175448	183760	1	1	1	11	0	43
2L	177542	177598	2	2	0	2	0	34
2L	177796	181469	2	2	0	1	0	50
2L	179459	180619	1	1	0	1	0	24
2L	180732	180799	2	2	0	6	0	22
2L	181023	181074	2	2	0	5	0	48
2L	181361	181469	2	2	0	2	0	36
2L	185083	185151	1	1	1	27	0	48
2L	186124	186192	1	1	1	26	0	48
2L	186856	186909	1	1	1	14	0	50
2L	187017	187481	1	1	1	29	0	48
2L	199576	199636	1	1	1	91	0	49
2L	199744	199902	1	1	1	50	0	48
2L	199744	200119	1	1	1	22	0	49
2L	199984	200119	1	1	1	47	0	50
2L	200017	200119	1	1	0	1	0	22
2L	200316	200375	1	1	1	77	0	48
2L	200676	200741	1	1	1	117	0	50
2L	201062	201126	1	1	1	89	0	49
2L	203892	203992	1	1	1	42	0	50
2L	205213	205271	2	2	1	9	0	48
2L	205477	205536	2	2	0	1	0	48
2L	205944	206000	2	2	1	4	0	40
2L	206051	206699	2	2	1	4	0	40
2L	207632	207710	1	1	1	25	0	50
2L	208609	208728	1	1	1	11	0	49
2L	211831	212433	1	1	0	1	0	24
2L	213594	213660	2	4	0	1	0	20
2L	214311	214403	0	0	0	5	0	41
2L	214943	215033	2	2	1	115	0	50
2L	215677	215762	2	2	0	4	0	50
2L	215677	215772	2	2	1	100	0	50
2L	215677	215985	2	2	0	1	0	22
2L	216008	216076	2	2	1	72	0	50
2L	216276	216344	2	2	1	107	0	49
2L	216574	216631	2	2	1	86	1	48
2L	218886	221505	2	2	1	3	0	28
2L	218886	226115	2	2	1	55	0	50
2L	220875	229166	1	1	0	1	0	33
2L	226509	227371	2	2	1	47	0	50
2L	227548	228132	2	2	1	44	0	50
2L	227548	230537	2	2	0	1	0	17
2L	228282	229172	2	2	1	45	0	49
2L	228282	229929	2	2	0	1	0	13
2L	228282	230537	2	2	1	27	0	49
2L	229383	229929	2	2	1	12	0	46
2L	229383	230537	2	2	1	10	0	41
2L	229978	230537	2	2	1	10	0	44
2L	230321	230537	2	2	0	1	0	18
2L	230628	230757	2	2	1	39	0	49
2L	231035	231947	2	2	1	9	0	48
2L	231035	231962	2	2	1	47	0	50
2L	232102	232291	2	2	1	61	0	49
2L	232380	233996	2	2	1	45	0	49
2L	234175	234236	2	2	1	34	0	50
2L	242144	242243	2	2	1	11	0	43
2L	242429	242507	2	2	0	1	0	45
2L	242745	249005	2	2	0	1	0	14
2L	242745	250739	2	2	0	1	0	45
2L	242745	250756	2	2	1	12	0	50
2L	251465	251526	2	2	1	5	0	42
2L	251802	251855	2	2	1	6	0	37
2L	251925	251978	2	2	1	5	0	41
2L	252167	252226	2	2	1	6	0	47
2L	253146	253219	2	2	1	21	0	49
2L	253386	253445	2	2	1	15	0	45
2L	253891	253955	2	2	1	10	0	50
2L	254398	259692	2	2	0	1	0	18
2L	254398	267449	2	2	0	1	0	46
2L	254398	271628	2	2	1	9	0	45
2L	258887	271628	2	2	0	4	0	49
2L	262785	262808	0	0	0	13	1	50
2L	269390	269457	1	1	1	3	0	46
2L	270607	270660	1	1	1	5	0	48
2L	272507	272554	2	2	1	7	0	47
2L	275252	275318	2	2	1	15	0	50
2L	276498	276738	2	2	1	14	0	47
2L	276904	276958	2	2	1	10	0	49
2L	276904	276973	2	2	1	3	0	42
2L	277864	277929	1	1	1	5	0	32
2L	278324	278642	1	1	1	9	0	45
2L	279125	279184	1	1	1	2	0	46
2L	279806	279869	1	1	1	10	0	50
2L	280041	280109	1	1	1	10	0	47
2L	282506	282653	2	4	1	33	0	50
2L	284211	284369	2	2	0	1	0	20
2L	284211	284747	2	2	1	199	0	50
2L	284457	284747	2	2	0	2	0	43
2L	284969	285432	2	2	1	98	1	50
2L	284969	286306	2	2	1	20	1	46
2L	284969	290812	2	2	1	31	0	48
2L	291032	291606	2	4	1	34	0	48
2L	291032	291660	2	2	1	16	0	44
2L	292661	292716	1	1	1	21	0	48
2L	294373	294440	2	2	1	21	0	49
2L	295281	295345	1	1	1	53	0	50
2L	295629	295703	1	1	1	35	0	49
2L	296812	296976	1	1	1	56	0	50
2L	298404	299032	1	1	1	21	0	49
2L	299919	302025	1	1	1	22	0	50
2L	306390	317742	1	1	1	16	0	44
2L	310606	317742	1	1	1	17	0	42
2L	318121	325677	1	1	1	87	0	49
2L	325187	325210	2	2	0	1	0	34
2L	325825	334119	1	1	1	60	0	50
2L	334258	335414	1	1	1	51	0	49
2L	335549	336017	1	1	1	32	0	47
2L	336204	336348	1	1	1	58	0	47
2L	336547	337015	1	1	1	54	0	50
2L	337199	337937	1	1	1	52	0	50
2L	338119	339206	1	1	1	56	2	49
2L	338119	340709	1	1	0	1	0	12
2L	339442	340709	1	1	1	51	2	49
2L	340856	342578	1	1	1	68	0	48
2L	342793	342865	1	1	1	68	0	49
2L	342793	342870	1	1	0	1	0	37
2L	343730	344023	1	1	1	12	0	35
2L	343730	344038	1	1	1	2	0	37
2L	343730	344041	1	1	1	46	0	49
2L	344490	344554	1	1	1	38	0	50
2L	344490	344575	1	1	1	52	0	49
2L	344653	344716	1	1	0	1	0	13
2L	344948	345008	1	1	1	71	0	50
2L	345154	345214	1	1	1	108	0	50
2L	347937	355383	0	0	1	39	1	49
2L	356313	356366	2	2	1	42	0	46
2L	356838	356890	2	2	1	37	0	50
2L	357192	357422	2	2	1	41	0	50
2L	357344	357422	2	2	0	1	0	37
2L	357749	357815	2	2	1	10	0	47
2L	357767	357815	2	2	1	4	0	42
2L	384895	385700	1	1	1	2	0	40
2L	385747	386307	1	1	1	2	0	46
2L	400457	400522	2	2	1	6	0	45
2L	400668	400724	2	2	1	3	0	47
2L	400943	401006	2	2	1	7	0	45
2L	404474	404535	1	1	1	6	0	49
2L	409466	409531	2	2	1	104	0	50
2L	409737	409789	2	2	1	97	0	50
2L	410074	410126	2	2	1	111	0	50
2L	411061	411128	2	2	1	75	0	48
2L	411064	411131	1	1	0	1	0	25
2L	411719	411781	2	2	1	62	0	50
2L	412238	412446	2	2	1	56	0	49
2L	412659	412724	2	2	1	3	0	28
2L	412659	412807	2	2	0	1	0	20
2L	412659	413240	2	2	0	1	0	47
2L	412659	413395	2	2	1	60	0	50
2L	413655	413722	2	2	0	1	0	20
2L	413655	413867	2	2	0	1	0	46
2L	413655	414442	2	2	1	61	0	49
2L	415447	415511	1	1	1	26	0	48
2L	416711	416788	1	1	1	18	0	45
2L	420147	420291	1	1	1	3072	0	50
2L	422969	423405	1	1	0	2	0	29
2L	423846	423915	1	1	1	2	0	17
2L	432118	438379	1	1	1	11	0	39
2L	438517	438581	1	1	1	12	0	49
2L	438728	443081	1	1	1	16	0	49
2L	443162	443225	1	1	1	9	0	43
2L	446584	446641	1	1	1	15	0	43
2L	449171	449229	2	2	1	129	0	50
2L	449321	449434	2	2	1	151	0	48
2L	450541	450665	2	2	1	106	0	49
2L	450879	451229	2	2	1	3	0	50
2L	450879	452576	2	2	1	89	0	50
2L	450879	464498	2	2	0	2	0	29
2L	452737	452797	2	2	1	1	0	45
2L	454271	454329	1	1	1	0	22	50
2L	454930	454988	1	1	1	0	22	50
2L	455828	456085	1	1	1	21	0	48
2L	456224	456288	1	1	1	34	0	50
2L	456469	456538	1	1	1	22	0	50
2L	456730	456796	1	1	1	28	0	47
2L	456898	456972	1	1	1	17	0	47
2L	457339	457399	1	1	1	31	0	41
2L	457563	457614	1	1	1	3	0	32
2L	457563	457627	1	1	1	28	0	47
2L	459453	459479	0	0	0	15	0	48
2L	461059	461155	2	2	0	1	0	23
2L	464942	471397	2	2	1	11	0	49
2L	471849	473222	1	1	0	1	0	25
2L	473166	473222	1	1	1	21	0	48
2L	473995	474053	1	3	1	16	0	46
2L	474766	475035	1	1	1	24	0	49
2L	475179	475232	1	1	1	19	0	45
2L	475852	475915	1	1	1	6	0	49
2L	476016	476077	1	1	1	4	0	27
2L	478205	479375	2	2	0	1	0	42
2L	478205	479406	2	2	1	175	0	49
2L	481706	482156	1	1	0	1	0	21
2L	486100	486205	1	1	0	1	0	46
2L	491359	525391	1	1	1	7	0	26
2L	491359	536022	1	1	0	1	0	40
2L	524060	525391	1	1	1	5	0	40
2L	525437	536022	1	1	1	15	0	45
2L	536967	537036	1	1	1	8	0	47
2L	537432	537548	1	1	1	10	0	49
2L	537750	537862	1	1	1	7	0	47
2L	539250	539309	1	1	1	14	0	49
2L	539453	539517	1	1	1	10	0	46
2L	542347	542429	2	2	1	2	0	5
2L	542351	542429	2	2	1	137	0	50
2L	542380	542429	2	2	1	1	0	13
2L	543350	543415	2	2	1	35	0	50
2L	544267	544332	2	2	1	55	0	49
2L	545307	545370	1	1	1	14	0	48
2L	545565	545815	1	1	1	10	0	45
2L	546444	546564	1	1	1	11	0	48
2L	547901	547977	2	2	1	4	0	39
2L	548219	551157	2	2	1	5	0	42
2L	554275	554335	2	2	1	6	0	47
2L	555447	555509	2	2	1	5	0	49
2L	557666	557721	2	2	1	4	0	43
2L	557883	557942	2	2	1	2	0	48
2L	558542	559562	2	2	1	1	0	28
2L	560038	560096	1	1	1	296	1	50
2L	560042	560096	1	1	0	1	0	34
2L	560306	560369	1	1	0	11	0	49
2L	563190	563253	2	2	1	8	0	41
2L	566439	566497	2	2	1	11	0	49
2L	566625	566679	2	2	1	13	0	50
2L	567031	567088	2	2	1	11	0	49
2L	568434	568598	1	1	1	15	0	48
2L	569291	569347	1	1	1	20	1	48
2L	574699	574779	1	1	1	44	0	46
2L	575091	575143	1	1	1	51	0	48
2L	576023	576080	2	2	1	6	0	44
2L	578034	578135	1	1	0	2	0	50
2L	578034	578154	1	1	1	34	1	50
2L	578421	578483	1	1	1	45	0	50
2L	584446	592271	2	2	1	2	0	45
2L	592634	593587	2	2	1	2	0	33
2L	602950	603073	1	1	1	0	1	3
2L	603007	603073	1	1	1	6	1	50
2L	644315	644436	2	2	1	3	0	42
2L	645717	647988	2	2	1	3	0	31
2L	648362	648478	2	2	1	5	0	38
2L	648887	648990	2	2	1	2	0	28
2L	649766	649933	2	2	1	6	0	49
2L	653289	654246	2	2	1	1	0	43
2L	654701	655273	2	2	1	5	0	48
2L	655867	656711	2	2	1	3	0	45
2L	657385	705870	2	2	1	1	0	19
2L	738269	738320	2	2	1	471	5	50
2L	738436	738503	2	2	0	10	0	50
2L	738436	738507	2	2	1	331	0	50
2L	738452	738507	2	2	0	4	0	47
2L	738789	739444	2	2	0	2	0	36
2L	738838	739444	2	2	1	353	2	50
2L	740015	740356	2	2	1	353	0	50
2L	740691	740799	2	2	1	281	3	50
2L	740965	742210	2	2	0	1	0	37
2L	740965	743337	2	2	1	344	0	50
2L	740965	744195	2	2	0	1	0	28
2L	740981	743337	2	2	0	2	0	43
2L	743620	744195	2	2	0	1	0	29
2L	743624	743799	2	2	0	2	0	39
2L	743624	744195	2	2	1	335	0	50
2L	743662	744195	2	2	0	4	0	34
2L	743928	744195	2	2	0	2	0	23
2L	746129	752730	1	1	0	2	0	50
2L	746208	752694	1	1	0	1	0	35
2L	750705	752694	1	1	0	1	0	39
2L	750705	752730	1	1	0	2	0	22
2L	750849	752730	1	1	0	1	0	45
2L	750927	752694	1	1	0	1	0	33
2L	750927	752730	1	1	0	6	0	45
2L	750985	752694	1	1	0	1	0	45
2L	750985	752730	1	1	0	2	0	46
2L	751173	752730	1	1	0	1	0	22
2L	753731	754486	1	1	1	16	0	46
2L	754631	755020	1	1	1	26	0	50
2L	755297	755828	1	1	1	23	0	50
2L	756081	756667	1	1	1	31	0	50
2L	757031	757127	1	1	1	30	0	47
2L	757430	757799	1	1	1	13	0	50
2L	757939	758846	1	1	1	16	0	49
2L	759123	759230	1	1	1	34	0	50
2L	759550	759678	1	1	1	22	1	50
2L	782182	782237	1	1	1	1	0	42
2L	786423	786478	2	2	1	10	0	44
2L	786665	786732	2	2	1	15	0	49
2L	788179	788241	2	2	1	9	0	42
2L	788613	790488	2	2	1	10	0	38
2L	790796	791690	2	2	0	1	0	20
2L	791772	793094	2	2	0	1	0	19
2L	806044	811531	2	2	0	1	0	14
2L	810759	810808	1	1	1	1	0	50
2L	810759	810816	1	1	0	1	0	32
2L	811204	811258	1	1	1	3	0	28
2L	812099	813865	2	2	0	1	0	28
2L	812497	812561	1	1	1	10	0	49
2L	813894	813950	2	2	1	7	0	50
2L	814178	814242	2	2	0	1	0	39
2L	814185	814242	2	2	1	6	0	45
2L	815222	815274	2	2	1	11	0	48
2L	815413	815474	2	2	1	1	0	42
2L	815422	815474	2	2	1	3	0	44
2L	817312	817383	1	1	0	1	0	37
2L	818388	818441	2	2	0	1	0	45
2L	818644	818703	2	2	1	31	0	49
2L	821660	822857	1	1	1	1086	1	50
2L	821660	822863	1	1	0	1	0	46
2L	822032	822857	1	1	0	5	0	44
2L	822283	822857	1	1	0	1	0	42
2L	823248	829706	1	1	0	0	1	12
2L	823570	823636	1	1	1	818	0	50
2L	824138	824190	1	1	1	27	0	49
2L	824138	824201	1	1	0	1	0	29
2L	824138	824218	1	1	1	49	0	49
2L	825371	825425	2	2	0	1	0	23
2L	826113	830737	1	1	0	2	0	39
2L	826508	829304	1	1	1	3	0	50
2L	826508	829421	1	1	1	1	0	50
2L	826508	829456	1	1	1	36	0	50
2L	828863	829456	1	1	0	2	0	30
2L	829972	830144	1	1	1	38	0	49
2L	830350	830408	1	1	0	1	0	24
2L	830350	830737	1	1	1	45	0	49
2L	831084	831176	1	1	1	40	1	47
2L	831627	831713	1	1	1	47	0	50
2L	834584	834973	2	2	1	96	1	50
2L	835291	835352	2	2	1	89	0	49
2L	835548	835703	2	2	1	4	0	28
2L	835548	836545	2	2	1	70	1	49
2L	836172	836545	2	2	1	8	0	42
2L	837379	842613	2	2	1	3	0	49
2L	837379	849898	2	2	1	74	0	50
2L	851660	851717	2	2	1	23	0	47
2L	852443	852498	2	2	1	15	0	47
2L	852572	852627	2	2	1	13	0	50
2L	853006	853191	1	1	1	142	0	50
2L	853279	853544	1	1	1	144	0	50
2L	853371	853544	1	1	0	2	0	50
2L	855624	855686	1	1	1	3	0	47
2L	860410	860763	1	1	1	2	0	35
2L	862259	862318	2	2	1	59	1	50
2L	862499	862562	2	2	1	54	0	49
2L	864135	864194	2	2	1	22	0	48
2L	864339	864397	2	2	1	25	0	45
2L	864795	865826	2	2	0	2	0	40
2L	864795	868031	2	2	1	35	0	49
2L	864966	865826	2	2	0	1	0	42
2L	865064	865850	2	2	0	1	0	27
2L	870553	871340	1	1	1	97	0	50
2L	870875	871340	1	1	0	2	0	32
2L	871193	871340	1	1	0	1	0	28
2L	871275	871340	1	1	1	26	0	48
2L	871577	871640	1	1	1	135	1	50
2L	871739	871805	1	1	1	185	0	50
2L	872081	872207	1	1	1	165	1	50
2L	873540	875037	1	1	1	10	0	50
2L	877872	877969	1	1	1	323	1	50
2L	878774	878837	2	2	1	1	0	42
2L	897795	939826	2	2	0	0	1	13
2L	898942	899009	1	1	1	5	0	25
2L	914280	914337	1	1	1	2	0	16
2L	914494	914552	1	1	1	2	0	40
2L	914616	914799	1	1	1	2	0	34
2L	915004	915057	1	1	1	1	0	8
2L	915270	915324	1	1	1	1	0	19
2L	915448	915507	1	1	1	7	0	36
2L	915751	915814	1	1	1	6	0	50
2L	916232	916281	1	1	1	3	0	47
2L	916654	916706	1	1	1	3	0	50
2L	917388	917466	1	1	1	2	0	37
2L	923220	930064	1	3	1	40	6	48
2L	923220	950491	1	3	1	2	0	39
2L	930424	950491	1	1	1	46	0	50
2L	939840	1019512	2	2	0	3	3	14
2L	939850	966946	2	2	0	1	0	15
2L	950579	951586	1	1	1	44	1	45
2L	952143	952255	1	1	1	80	1	49
2L	953334	953395	1	1	1	76	0	50
2L	953511	956248	1	1	1	80	0	50
2L	956335	956403	1	1	1	65	0	50
2L	956793	956859	1	1	1	61	0	49
2L	956793	956864	1	1	0	2	0	39
2L	956945	957051	1	1	1	67	0	50
2L	957210	957278	1	1	1	81	0	50
2L	1012738	1012771	2	2	0	1	0	16
2L	1013965	1014021	2	4	0	1	0	35
2L	1014485	1014549	2	2	1	414	2	50
2L	1014717	1014776	2	2	1	481	0	50
2L	1014975	1015034	2	2	1	603	1	50
2L	1015257	1015314	2	2	1	584	2	50
2L	1015928	1015992	2	2	1	460	2	50
2L	1016077	1016138	2	2	1	527	2	50
2L	1017642	1017710	2	2	1	437	0	50
2L	1017769	1019267	2	2	1	485	0	50
2L	1019322	1033686	2	2	1	395	2	50
2L	1019322	1042963	2	2	0	1	0	47
2L	1025169	1025195	2	2	0	1	0	26
2L	1034191	1034401	2	2	1	3	0	39
2L	1034191	1042963	2	2	1	429	0	50
2L	1034191	1046809	2	2	1	141	1	50
2L	1035225	1042963	2	2	0	3	0	39
2L	1047023	1047724	2	2	0	1	0	49
2L	1047023	1047945	2	2	0	2	0	48
2L	1047023	1047955	2	2	1	192	0	50
2L	1052266	1052330	2	2	1	26	0	50
2L	1052496	1052565	2	2	1	30	0	49
2L	1053054	1061233	2	2	1	20	1	48
2L	1062214	1076834	2	2	1	21	1	50
2L	1078569	1078624	1	1	1	4	0	40
2L	1079066	1079120	1	1	1	1	0	35
2L	1081428	1081577	1	1	1	60	0	49
2L	1081921	1081976	1	1	1	32	1	47
2L	1082057	1082119	1	1	1	52	0	50
2L	1082666	1082788	1	1	1	31	0	48
2L	1084837	1084893	2	2	1	59	0	50
2L	1084853	1084910	1	1	0	2	0	21
2L	1085137	1085200	2	2	1	53	0	50
2L	1085305	1085523	2	2	0	1	0	33
2L	1085310	1085523	2	2	1	70	0	50
2L	1085681	1085743	2	2	1	68	0	50
2L	1085862	1085926	2	2	1	61	0	50
2L	1086027	1087694	2	2	1	40	0	49
2L	1088107	1101920	2	2	1	42	0	45
2L	1088107	1102322	2	2	1	12	0	40
2L	1101969	1102322	2	2	1	48	0	48
2L	1102089	1102152	1	1	0	1	0	37
2L	1103821	1103878	2	2	1	14	0	49
2L	1105102	1105158	2	2	1	19	1	47
2L	1106299	1106355	2	2	1	18	0	50
2L	1107107	1107160	2	2	1	16	0	45
2L	1107317	1107372	2	2	1	1	0	35
2L	1107758	1107811	2	2	1	16	0	49
2L	1107950	1108015	2	2	1	6	0	49
2L	1112831	1112941	1	1	0	1	0	24
2L	1113153	1113203	1	3	1	28	0	45
2L	1113502	1113558	1	1	1	26	0	44
2L	1113766	1113825	1	1	1	23	0	48
2L	1114077	1129463	2	2	0	0	2	12
2L	1115944	1116440	2	2	1	299	0	50
2L	1116691	1116908	2	2	0	1	0	39
2L	1116691	1117443	2	2	1	288	0	50
2L	1116691	1118565	2	2	0	1	0	42
2L	1117517	1118565	2	2	1	320	1	50
2L	1117517	1128128	2	2	1	24	0	49
2L	1117918	1118565	2	2	1	1	0	16
2L	1118700	1125339	2	2	0	1	0	42
2L	1118700	1128128	2	2	0	1	0	40
2L	1128346	1128803	2	2	1	20	0	50
2L	1128402	1128803	2	2	0	1	0	42
2L	1129506	1129818	1	1	1	61	0	50
2L	1131182	1131263	1	1	1	46	0	50
2L	1134889	1135069	2	2	0	1	0	12
2L	1135082	1138620	1	1	1	215	19	49
2L	1136891	1136911	0	0	0	53	3	48
2L	1138938	1185502	1	1	0	0	5	12
